	reviews	label
0	난 나름 재밌게 봤다능~ 저거 연습하고 찍을 때 얼마나 힘들었을까. 28일후에 나온 여자도 나오고 ㅋㅋㅋㅋㅋㅋ 	1
1	방금 CGV에서 보여줘서 킬링타임용으로 봤는데 와.. 진작볼껄 완전재밌음 	1
2	끝부분액션신에서 비의 순간이동은 무리수였다 	0
3	최강의 액션영화.정지훈은 액션의 달인이다. 	1
4	약간잔인한면도있지만화려한 액션신과비의연기좋았네요.굿!!! 	1
5	비의 액션이 이대로 묻히기엔 아까운 작품. 	1
6	비의 노력과 열정에 박수를 보냅니다. 앞으로 더욱 빛나고성공한 비가 되길!! 	1
7	난 이런영화가 좋다 스토리는 없고 볼거리는 많고 	1
8	기대이상의 액션을 보여줬다. 	1
9	'주인공은 무적이다' 의 표본 	1
10	굿굿굿!!!!!!! 	1
11	정말재밌었구요..비씨 정말 멋졌어요.. 	1
12	good 	1
13	현대판으로 이렇게 검 액션을 재연할 줄 몰랐다. 재밌었다. 잔인하긴 하지만 잔인하기 때문에 닌자! 	1
14	비니까 가능하지 않았을까?멋진 액션에 박수를!!! 	1
15	이랬던 비가 엄복동이 되었습니다 	1
16	검술 영화 매니아라 나름 기준이 높은데 제 기준에선 은근 괜찮았어요. 하지만 내용면에선 떨어졌음. 왜 이제야 봤을까 싶은ㅋㅋ 검술 닌자 액션 매니아 분들에겐 ㅊㅊ드립니다. 수준 높은 액션이었어요. 	1
17	너무 저평가 되었음 B급 느낌이지만 닌자라는 소제 자체가 좀 유치 할 수 있는데, 이정도면 잘 풀어냈다고 봄. 그리고 정지훈이 더럽게 고생한것이 느껴짐 동양인 단독 주연 헐리웃 영화가 그다지 성공적이지 못한다는 점을...	1
18	완벽한몸과 완벽한액션 	1
19	닌자어쌔신 지금봐도 액션 좋은데,. 출작했을때는 신세게였겠내요 	1
20	액션이 살아있잖아....중간부터 좀 아쉽네 	1
21	비는 이영화를 악으로 깡으로 찍었다고 했다 그는 대충 찍었어야했다 그는 이영화를 기점으로 깡이 생겼다 	1
22	근10년된 영환데도 안 유치하고 재밌네 ㅋㅋ 	1
23	평이 안좋아서 안보다가 우연히 보게 됐는데 졸잼이었다 왜 욕해?? 	1
24	다섯번째 봄 오늘 다시 봤으니 여섯번째 	1
25	개꿀잼임 진심 ㅎㅎㅎ 비도잘했고 이준포스개쩜 	1
26	최강액션!!드문 최신 닌자 영화중 최고의 화려한 액션을 보여 주었다. 	1
27	4년이 지난 지금봐도 전혀 퀄리티가 떨어지지않을정도로 훌룡한 영화 	1
28	OO들을해요 대단한 영화평론가들 나셨네ㅋㅋㅋ이정도면 됫지 빠져서본것들이ㅋㅋ 	1
29	기대이상 완전 재밌는데 ㅋㅋ 약간 킬빌 생각도 나고 ㅋㅋ 연습하면서도 진짜 힘들었을거같음 ㅠ 	1
30	개잼있는데 도대체가 1점남기는 OO기들은 뇌에 뭐가 들었는지 진짜 궁금하다 이런놈들은 어떤영화에 10점을줄까? 그냥 군중심리대로 따라가서 평점주는 새끼들이지 	1
31	모두다 연기잘함 발음어색하다는데 못느끼겠음ㅎㅎ 	1
32	비가 정말 노력파라는 걸 다시 한번 깨달은 영화. 연기도전혀 어색하지 않네요 	1
33	개인적으로 닌자 액션중에서는 제일 좋아하는영화! 액션영화가 이정도연출과 배우들의 연기라면 훌륭하다고생각합니다~!강추! 	1
