	reviews	label
0	의외로 혹평이네.볼거리도 많고 역사인물들이 나오는게 흥미롭고 재밌었습니다. 	1
1	유쾌한 컬렁타임용 영화~! 여자파일럿 너무 매력적임 ㅎㅎ 	1
2	최고 	1
3	난 약간 슬펏는데ㅠ_ㅠㅋㅋ 마지막에 아멜리아가 떠날때! 	1
4	재미있음!! 	1
5	너무 재미있었음 아멜리아 이어하트ㅠㅠ 	1
6	애이미아담스 멋지네요 ㅎㅎ 	1
7	친구들이랑 엄청 웃으면서봤음완전재미있어! 	1
8	스케일은 크지만...전작보단.. 에이미 아담스의 미모에 봤다!ㅋ 	1
9	에이미아담스때문에 봤다 	1
10	에이미 아담스 때문이다 십점 	1
11	이거재미없게본사람은 인간이타락해진거임 	1
12	전편 못지 않은 재미로 무장한 후속편. 재밌게 잘 만들었다. 	1
13	너무 웃곀ㅋㅋ 아 그리고 잘 들어보면 카문라 th발음이다 잘 	1
14	평점이 되게 낮네요.. 전 그래도 예전에 아주 재밌게 봤습니다. 	1
15	재밌었음 특히 아멜리아 에어하트 매력쩔 	1
16	재밌고, 여성 캐릭터가 나와 좋았다. 	1
17	모험이 재밌어요 아멜리아가 강해요 	1
18	진짜 재미없습니다.가족영화로는 딱이지만 이야기 전개가 재미 없게 만들었네요. 	0
19	어른이 보기엔 많은 무리가 따른다 	0
20	전편보다 더재밋음 ㅋㅋㅋ 캐스팅쩔어 ㅋㅋㅋㅋㅋㅋ 	1
21	스케일만 커졌을 뿐 짜임새가 엉망이다 	0
22	다섯번은 본 것 같아요! 감동도있고 볼거리도 있고 요소요소 코믹해서 박물관 시리즈들 다 좋아해요 :) 특히 2편은 에이미아담스를 너무너무 젛아하기때문에 더 편애합니다 ㅋㅋ 	1
23	유아용 어드벤쳐 훈훈한건 좋지만..... 	0
24	지루하다 1편보다 별로. 	0
25	1편보다 못하네요..재미없어요 	0
26	1이 났네요...실망... 	0
27	2.1 	0
28	도를 지나친 박물관 식구들. 	0
29	그냥 전편에서 박물관 크기만 커진 그런 내용 도저히 재밋다고는 말못함 	0
30	아이들이 보면 좋아할 영화. 	0
31	생각보다 별루 	0
32	평점0점 없나? 	0
33	1편에 대비 졸작 	0
34	초등학생들이 보기좋은영화. 	0
35	하하하하 	0
36	여러 영화에서 차용한 장면들에서 작은 즐거움을 느낄 수 있다 	0
37	전작의 신선함은 어디에서도 찾아볼수 없고 유치하기만 하다 	0
38	수레기.. 1편만재밋어 	0
39	최고의 쓰레기! 	0
40	나오지 말았어야 할 속편 최소한 전편과는 모순되지 않았어야 할 거 아닌가. 	0
41	어린애들보기엔 딱좋을듯, 참고로 난 30분보다 도저히 아니다 싶어 꺼버림 	0
42	1편에 비하여 많이 지루하다 	0
43	그냥 어린애들 보라고 만든영화 	0
44	유치하면 재미라도 있던가. 이건 대체;; 중간에 꺼버리고 싶은 욕망이 솟구친 영화 	0
45	영화가 상당히 어수선하네... 	0
46	완전 지루하고 재미없어요.학교에서봤는데.. 	0
47	1편으로만 만족할래요. 	0
48	돈 주고 본 사람에게 위로를 	0
49	걍 젖절하게 1편에 컷팅햇슴 조아쓸영화............. 	0
50	2편은 재미가 존나없네 ㅋㅋ진짜존나없어 	0
51	작품성만 놓고보면 다세포소녀 이하. 마지막 전투씬은 가문의 위기를 패러디수준.. 	0
