	reviews	label
0	 이성민의 한마디 범죄에 애, 어른이 어딨어? X 같은 새끼들만 있는거지참으로 그러하다 	1
1	이성민씨 40대 중반이 되서 큰인기를 얻게되서 다행이다, 운이좋다. 라고 인터뷰를 보고 나는 오히려 반대로 느꼈다.이성민씨 왜 이제서야 찾아온겁니까. 오히려 늦게라도 큰인기를 얻어 명품...	1
2	짐승에게 자식 잃은 부모의 마음은 서늘한 칼날이다. 방관해서는 안될 문제를 방관하는, 울타리가 되기는커녕 오히려 상처를 덧나게 하는 현실. 자식을 잃고 방황하며 칼날이 되고 있는, 이미 칼날이 되어 버린 이 땅의 수...	1
3	보면서 참 많은 생각을 하게된 영화.. 두 배우의 연기 정말 좋았습니다.. 현실에선 더이상 이런일이 없길 바라며 이 영화 추천합니다. 	1
4	청소년 애들이 봐야하는데 법쪽일하는사람들이랑... 	1
5	왜 청불인지 모르겠다.현행 법의 맹점을 정확히 지적하고 있고 청소년들이 꼭 봐야할 만한 영화인 듯하다. 	1
6	명불허전 정재영... 연기잘하는건알았지만 이번껀 진짜 말이안나온다 딸 환영보일때 같이울고 특히 마지막장면은 같이 사지가떨리면서 아무말도 할수가없었음.. 	1
7	실화라는게 더 가슴아픈, 주위에 돌봐줘야 할 아이들이 없는지 한번더 주변을 생각하게 만드는 영화였다. 	1
8	정재영님이 총을 들고 고딩에게 겨누고 있을때 나도 모르게 쏴!! 라 생각이 들었다.. 이런생각을 하게된걸 보면 대한민국이 먼가 이상한거겠지? 이성민님의 자식 죽은 부모에게 남은 인생이 어딨어? 이말...	1
9	나라면 어땟을까, 하는 생각이 든다 	1
10	가슴 뭉클한 아버지의 이야기 많은 것을 생각하게 하는데 역시 두 배우의 연기와 원작이 딱 맞아떨어져서 더 좋았음. 	1
11	어리다고모든 것이용서되는 건 아니다 	1
12	법은 가해자를 지키기위해 존재한다.원작에 한 구절인데 정말 와 닿는다. 	1
13	이 영화 속미친 조두식이는 그렇다치고 어린 애기 몸이랑정신 망가뜨린조두순이는7년만 있으면출소하는데 그거어쩔건데?? 술김에 했다고 핑계대고내가 뻗을때까지 술마셔보니 기운없어 화장실에서 일어...	1
14	정재영의 행동이 잔인하긴 하지만 내가 아빠였어도 그렇게 했을듯 	1
15	미성년자는 알고있다. 범죄를 저질러도 처벌받지 않는다는 것을..마지막 농구하던 살인자놈과 두식이는 편안한 인생을 살겠지..그리고 자식 잃은 부모는 죽을때 까지 괴로워 하며 살겠지..썩어빠진 법부터 뜯어고치길.. 	1
16	아...오늘은 그냥 집에 들어갈 수가 없겠네요... 소주 한잔 하며 이 먹먹한 가슴을 달래야 할 듯 	1
17	자식잃은 부모에게 미래란 없어 ....ㅜㅜ 	1
18	아버지의 사투에정말 가슴 먹먹하고 여운이 오래 남는다. 특히 두 주연배우의 연기가 압권!! 우리 모두가 봐야할 영화라고 생각한다. 	1
19	시사회로 먼저 봐는데 진짜 가슴이 울컥했어요. 막 쥐어짜고 눈물 강요하는 신파도 아니었는데 그냥 그 아버지를 보는 자체로도 눈물이 나더라구요.ㅠ 추천합니다 	1
20	범죄에 애,어른은 없다 조같은 색히들만 있는거지 	1
21	방황과 죄라는것의 본질은.. 	1
22	자식잃은부모에게 남은인생이란 없다. 라는 명언. 	1
23	꼭 한번보세요....대한민국의 사법적인 잣대도 이 영화를 계기로 다시금 고민해주었으면 하는 바램과 동시에 덩치들은 커가는데 아직은 철부지인 10대들이, 이 나라의 미래로 제대로 성장하기 위해서라도 여러 고민을 시...	1
24	보면서 너무 마음이 아팠습니다.중학생들의 무서움.사회가왜이리타락해갈까요.학원에서 성매매를하고...이성민씨팬으로서 개봉하자마자 오늘 봤는데 기대이상으로 너무 좋았습니다.정재영씨 너무 추을데서 고생했겠어요 	1
25	이시대에 있을법한 이야기를 한내용이다. 재미 위주 영화는 아니지만 주제가 좋다. 재미는 6 주제내용8 	1
26	보고나니 진심으로 추천할만한 영화! 배우들의 연기는 환상적이고 스토리도 쫄깃하구 생각할거리도많구 이래저래 좋았어요~ 	1
27	방금 보고 나왔어요~ 배우 연기도 정말 좋고 간만에 좋은 영화 봤습니다. 많은 사람들이 보고 같이 생각해볼 얘기들인것 같아요! 	1
28	나라도 똑같은 상황이 벌어진데도 또 똑같이 행동하지 않았을까..범죄에 애어른이 어딨어라는 대사가 맴돈다..제길.. 	1
29	분노가 치밀어 오르네요!!! 사회적 문제! 제도적 문제 우리 모두 다시 생각해봐야할거 같아요. 	1
30	아 청불이라는게 너무 안타깝다.. 이건 청소년들도 봐야하는 영화인데 	1
