	reviews	label
0	영화. 꽤 괜찮은데? 평점이 이렇게 낮을 정도로 이 영화가 재미없나? 나는 완전 스릴있게 봤는데. 	1
1	쩌는영화인데 평점이왜이렇게낮지.. 10점짜리는아니지만 점수높이려고 10점dream. 전지현의절제된연기와 류승범OOO기력.. 오졌음 	1
2	왜 평점이 낮은거지? 연기 소름돋는다...... 	1
3	영화 잘 만들었네~~~ 	1
4	재밌게 봤다. 부서질듯 가련하지만 내면은 강한 련정희를 전지현이 잘 표현한 것 같다. 류승범의 소름돋는 연기는 영화를 더욱 몰입하게 만들었다. 	1
5	장난아닌데? 대박 재밋다 	1
6	생각보다 전지현의 연기가 정말 좋았다. 어색함없이 자연스러웠고 하정우는 연기는 말할 것도 없음. 특히 새로운 시작을 예고하는 결말이 마음에 들어요. 당하기만하고 슬프게 끝나는 것보다 훨씬 개운한 느낌으로 마무리! 	1
7	잘봤어요 평점이 낮아서 좀 올려줄라고 10점 왠만한 헐리웃영화들보다 긴장감 스릴감 몰입도 다 높아요 아쉬운건 한국사람인 제가 북한억양을 잘 못알아듣는다는거..뉘앙스로 대충찍었음 도대체 1점 준사람들 뭐니??스타트렉다...	1
8	류승완감독의 액션은 계속 진화한다 	1
9	고작 예산 100억이 대작이래는데 순제작비만 1억달러 즉 1100억이 넘는 본이랑 비교하면 안되지 솔직히 ㅋㅋㅋ 걍 우리나라에서 할 수 있는 범위 내에서는 괜찮은 수준이다 	1
10	제일 못 알아먹겠는 이경영을 필두로 대사가 적고 많음은 있지만 못알아 먹을 부분들이 있음.단조로운 배경음악이 문제. 하지만 군더더기 없이 잘 만들어진 액션물. 7-8점 정도는 받을만 함. 	1
11	정말본시리즈생각나네요~하정우도 넘 멋졌지만...전지현이 연기한 아내가 불쌍하더라구요ㅜㅜ 	1
12	우리나라에 이런 첩보영화가 만들어지다니! 	1
13	베를린 몰라뵙고 극장서 안봐서 죄송합니다. 베를린 2편은 반드시 극장으로 달려가겠습니다. 미치도록 보고 싶다 	1
14	한국에서도 이런영화를만들다니 멋져요대사못알아듣겠는게 좀있어그랬지만 하정우 전지현 완벽캐스팅이였어요 	1
15	아주 잘만든 영화다 	1
16	이 정도면 겁나 재밌구만허세질은 ㅉ 	1
17	재밌는데...연기 너무잘해 	1
18	솔직히 기대이상이었다 상당한 완성도가 있었다 하정우와 류승범이 극전체를 이끌었고 전지현과 한석규가 품격을 더했다 이정도한국영화를 보고 개소리하는 인간들은 무슨영화를 기대하는거냐 그럴거면 할리우드영화나처보던가 제작...	1
19	이게 8점도 안되다니. 방금 추석특선으로 봤는데 외국인들 발연기가 좀 거슬려서 그렇지 이정도면 수작이다. 	1
20	한국영화는 돈을 많이 투자를 안하는데 이 정도의 기대치면 만족이지 뭘 더 바라나? 	1
21	베를린 오늘 본거로 3번째본거임.아무리봐도 재밌고 연기에 감탄하게된다 	1
22	한줄 평가 : 베를린2를 기대해주세염 ㅋㅋㅋㅋㅋㅋ그런데 정작 감독은 후속편 만들 계획이 없다고 하신다니 ... 쉬리 이후 정말 재밌었던 한국형 첩보 액션 영화 	1
23	평점이낮은게 이해안될정도로 집중하며봤던영화. 배우들의 연기모두 몰입할수있게했다. 속편이 빨리나왔으면좋겠음 	1
24	재밌다.액션이 죽여준다. 하지만 북한말이 조금 아쉬워서... 	1
25	전지현 하정우 류승범 연기 대박 나머지 배우들 발음 빼곤 완전 재밋엇음 	1
26	이만하면 크게 흠 잡을만한데는 없는거 같은디 까는 사람들이 은근히 많네... 	1
27	옛날 쉬리의 느낌고 나고 좋았어요. 마지막 장면에 하정우가 전지현 업고 갈 때의 그 모습이 가장 많이 기억에 남아요 	1
28	스토리도 좋고 액션도 아주 현실 적인 액션이였다 솔직히 여자들은 그닥 흥미를 못주는 영화 따뜻한 맬로가 없으니 액션에 빠져 스토리가 빛을 못 본거 같다 2편이 기대 된다 	1
29	액션과 남북문제의 실제를 잘 조합한 첩보물. 충분히 10점 받을만 함. 	1
30	류승완 감독 작품은 역시 화려한 액션이 볼 만하죠. 재밌었씁닏, 	1
31	하정우 한석규 류승범이야 원래 연기파였지만.. 전지현이란 배우의 재발견,, CF만 너무 열올리지말고 정극에도 자주 출연해 주길... 괜찮은 배우가 되겠더라.. 	1
32	다시봣다 잘 만들었다흠 잡으려 하지말고 즐겨라 	1
33	8점 중반은 찍어줘야지 	1
34	이런게 진짜 영화지 	1
35	간만에 진짜 재밌게 본 액션영화네요. 우리나라에서도 이 정도 퀄리티의 첩보영화가 나오네요! 정말 재밌게 봤습니다. 평점이 왜 이모냥인지 모르겠네요. 어디 한구석 맘에 안드는게 없는데 	1
36	이게왜 7점이야. 9점은돼야지. 잉여들아 니들 화질떨어지는 컴퓨터로보지말고 극장가서 보라고 아놔 새퀴들 들 떨어져가지고 영화볼줄 모르네. 	1
37	제발 블라디보스톡 원웨이 가야지... 갑자기 왜 백두산을감?? 	1
38	배우들의 연기와 액션 소름.... 10점줄수있었는데 북한사투리 못알아들어서 내용이해잘안되었지만 보다보니 이해가됨. 분명한 대사전달이 되지 않음이 아쉽네요 	1
39	진정 스릴넘치는 영화한시도 눈을뗄수없었습니당..속편을기다려도될까요?진정 대박어디서본듯한장면이어도 그저멋지더이다 	1
40	대박. 쩐다. 	1
41	눈 아프도록 집중해서 봤다하정우와 전지현의 호흡이 너무 좋았고전지현 너무 예뻤다..♡ 	1
42	후반부가 스릴있는데 전개를위한 초반이 넘지루.. 	1
43	전지현은 한석규 때문에 죽었구만...ㅋㅋ 저격 훈련 받았다더니..ㅋ 그리고 스토리는 좀 더 알기 쉽게.... 한글 자막도 넣어주고... 	1
44	하정우가 하정우를 넘어 야수가되고, 류승범은 자신의 연기과거를 비웃었으며, 류승완이 류승완 자신을 훌쩍 뛰어넘은 한국영화의 기념비적 액션대작. 	1
45	블라디보스톡 언제 개봉해요 	1
46	볼만하고 전지현이 진짜 말도안되게 이쁘다 	1
