	reviews	label
0	내 '벨에포크'는 언제인지 생각하게 되는 영화! 영상미도 너무 이쁘고 무엇보다 핸드메이드 시간여행이라는 컨셉이 너무너무 신박했음! 	1
1	익숙함에 속아 소중함을 잃지말자란 말이 떠오르네요 	1
2	세상이 큰 재떨이 같았어. 마리안에게는 어둠의 1974년이 빅토르에겐 찬란한 빛이었음을. 	1
3	매력적인 시간여행 로맨스! 아 이 맛에 로맨스 영화 보는거지 싶었다. 소중한 사람이랑 같이 보면 더 좋을 듯 	1
4	뜻밖의 감동과 여운이 길게 남는 영화. 마지막 엔딩 꼭 놓치지 마세요. 눈물이 왈칵 나서 혼났어요.. 강력 추천합니다!! 	1
5	감동이다.. 눈물났다 할아버지 눈빛과 연기에. 늙어도 사랑은 필요하고 추억을 공유한 옆에 있는 사람에게 잘해주자 	1
6	추억으로 남은 과거는 사랑스럽고 달콤하다. 초심을 떠올릴 수 있다. 그러나 거기에 함몰되면 안 된다는 듯, 마지막에는 모두의 담배가 꺼진다. 아쉬운듯 과거의 환영을 보며 잠시 담뱃불을 붙여보지만, 이내 금방 꺼버린다...	1
7	너무 독특하고 사랑스러운 영화 ㅠㅠㅠ 오랜만에 로맨스 영화 본건데 대만족.. 한국에서도 꼭 리메이크됐음 좋겠어요 	1
8	평점 낮게 준 사람들이 보통 영화 내의 연애관이라든지 성 등등 으로 몰입이 안된다는거 같은데, 그 점을 배제하고도 충분히 볼만한 영화입니다. 영상미나 음악도 좋았구요. 70년대 코스튬, 히피스러운 분위기 모두 흥미롭...	1
9	매우 프랑스적인 영화라는 생각이 들었습니다.아름답고 진지하면서 유머러스한..삶이란 복잡하면 복잡한대로..애써 단순해질 필요는 없는 거죠.멋진 영화 잘봤습니다. 	1
10	컨셉도 신선하고 영화 좋았어요 	1
11	내 첫사랑처럼 귀엽고 소중해서 마음속에 영원히 간직하고 싶은 영화네요~ 꼭 한번 봐보세요 	1
12	제 마음이 다 설레였어요 너무너무 좋았습니다! 	1
13	내 인생에 큰 서사나 사랑은 없었는데 자꾸 눈물이 났다.누군가를 사랑하는건 눈물이 나게 슬프거나 행복한건가? 	1
14	이런 시간여행 영화라면 언제든지 반갑다!! 우리 나라에서 리메이크 되었으면! 더 공감 잘되도 추억에도 빠져들고 재밌을 것 같은데! 리메이크 원츄!! 	1
15	옆에 남편이랑 같이 보는데 옛날 젊은 시절 남편이 그립고 왜 그리 눈물이 나던지 .. 	1
16	진짜 개강추 올해 본 영화 중 가장 영화다운 영화였음 	1
17	나는 과거로 돌아갈 수 없지만, 가장 행복했던 시간과 좋아하는 사람이 생각나니까 됐어 	1
18	노래가 너무 좋고 엄마한테 보여주고 싶은 영화였어요 	1
19	어제 시사회에서 보고 아직 빠져있는중! 인생영화 등극! 컨셉도 좋지만 여운이 남는 감동.. 힐링되는 기분! 강강추 	1
20	젊음과 나이듬에 따른 사랑의 온도차, 부부에 대한 현실등이 공감이 간다. 배우들의 연기도 좋고, 각 인물들간의 미묘한 감정선도 잘살려서 몰입하게 만들고, 마지막 울컥하게 만드는 부분 까지 자연스럽게 이어지는 특이한 ...	1
21	포스터와 영상미는 잘 뽑았지만 보는 내내 아무것도 이해 할 수 없었던 난해한 작품. 술, 담배, 섹스 없이는 스토리를 진행하지 못한다. 무슨 메세지를 주고자 하는건지 조금은 알겠으나 그 메세지 조차 공감할 수 없다....	0
22	평점에 알바를 조금 쓰신 것 같아요 영화 줄거리만 보고 기대하며 봤는데 처음과 마지막은 괜찮았지만 중간에 좀  잉;  스러운 내용이 좀 있었어요 결말은 생각했던 대로 흘러갔지만 그 과정이 개인적으로...	0
23	누구에게나 화영연화는 있다. 	1
24	주연 남자배우의 감정연기가 대단합니다 	1
25	냉무.. 프랑스 전형의 복잡 혼란 카오스 멜로를 코미디라우기기 	0
26	평 보고 볼만하겠지 싶었는데 동생과 저는 최악의 영화였어요. 우리나라 정서랑 너무 안맞는지 변태끼 여기저기 있고 불륜에 불어 자체가 너무 산만하고 정신 없는데 성적인거 불쑥불쑥 계속 나오고..ㅡㅡ; 이런 영화를 엄마...	0
27	진짜 오랜만에 잘 자고 왔습니다... 컨셉도 모르겠고 불륜이 왜 거기서 감동 포인트가 되는지도 모르겠고... 	0
28	평점도 연출이냐ㅋ9점 말이 안됨영화 주제가 노년의 성과 사랑인가지나치게 많은 성적 이야기에몰입은 하나도 안되고내용을 정신없이 전개함 	0
29	왜..? 뭐때문에 평점이 9.65인지 모르겠네요;;; 소재는 참신한데 연출이 따라주지 못했달까요..? 연기도 떨어지는듯... 특별한 감동 포인트도 없고 프랑스 특유의 성문화 때문인지 이질감도 크고 말이죠 그래서 말인...	0
30	프랑스 썅송판 부부의 세계 	1
31	오랜만에 극장에서 몰입해서 영화 본 것 같다. 시간여행 영화를 원래 좋아하지만 핸드메이드 시간여행이라니 그것만으로도 새롭고 나라면 언제로 돌아가고 싶을까 이런 생각, 부모님 생각도 하게 만들어준 영화. 시간되면 다시...	1
32	15세 관람가에 감동+힐링 광고 때려놓고 성행위에 불륜에 약물흡입까지 별별 짓들이 나오는건 그렇다고 칩시다. 근데 '적나라한 나신의 창부들이 벌이는 난교'는 왜 그렇게 노골적으로 포커스에 잡히는 겁니까...	0
33	진짜...소재도 연출도 너무 신선함 ㅠㅠ핸드메이드로 시간여행을 한다는게 좀 감이안왔는데 이걸 이렇게 표현할 수가 있구나 싶었음. 스토리, 연출, 내용, ost다 넘 좋아서 부모님 모시고가서 봐도 좋을듯!! 요즘 날씨...	1
34	잊고 살았던 소중한 것.. 그리고 한편의 동화같은 연출. 	1
35	주인공들의 감정선이 이해안됨...나진짜 영화보고 왠만하면 다른사람한테 보라고 추천하는데후ㅡ ㅡ 뺑반이랑 이영화는 추천 하고싶지않다 	0
36	지나온 시간의 권태로부터 탈출하는 사랑의 회귀 	1
37	타임슬립인줄 알았는데,,아니였네요 ㅎ일부러 예고편도 안보고갔어요잼있게 봤습니다 	1
38	100% 핸드메이드 시간여행이라는 신선한 상황이 너무 좋았습니다.화면 또한 너무 이쁘게 나와 만족감도 110% 입니다.적극 추천 합니다~!!^^ 	1
