	reviews	label
0	밑에분들 토토처럼 분석이 지나치다못해 빠져들었나보군. 저는 대만족 	1
1	주윤발이 이렇게 멋있는 배우인지 몰랐뜸 일단 나는 너무 재밌어뜸 	1
2	첩보 스릴러물로 합격점은 받을 수 있따 	1
3	주윤발이면 말다했다 	1
4	오오오 주윤발형님이시다 무조건 쵝오 ^^ 	1
5	이런영화보고눈물흘린적은처음...잊지말아야할전설로여기겠음.우리나라도아마........ 	1
6	스릴있고 재밌네요.. 공리는 아련하게 너무 예쁘구요ㅎㅎ 즐겁게봤습니다 	1
7	하켄크로이츠 +전범기 = 0점 	0
8	포스터처럼 거대하지는 않으나 실속있었다. 	1
9	상하이에서 펼쳐지는 대서사시 	1
10	전체적으로 괜찮았다. 다만 조금 더 스릴이 있었으면했다는,, 	1
11	볼만함 	1
12	음 ... 배우들 연기도 좋아구 ... 내맘에 드는 영화였다 .. 	1
13	흐음...잘봤뜸.. 다나카의 배려..흠.. 	1
14	재밌는데~ 	1
15	옛다!8점 	1
16	흠.... 	1
17	철의 남자들어 사랑이야기 	1
18	상하이상하이상하이~ 트위스트 추면서허~ 걍 그럭저럭 	1
19	철의 남자들어 진한 사랑이야기 	1
20	재밌기만하구만 스릴과 로맨스 둘 다 있다 평점8이 적당선 	1
21	남자가 봐두 재미있더만 뭐 사랑 스토리 좋아하는 사람들에겐추천 로멘스물에 가까움 	1
22	평점이 그닥 안좋아서 기댄 안하고 봣는데 나름괜찮앗어요...	1
23	도데체 뭐하자는 플레인지 종잡을수 없는 영화, 몰입도 안되고 상황전개도 이해 안됨 	1
24	난 재밌던데 ㅠ.ㅠ남자들의 사랑이 뭔가.. 	1
25	당시 시대 분위기도 잘 살렸고 잘 만들어졌다. 단, 스토리가 조금 산만하게 보임 	1
26	볼만함 	1
27	공리의 매력에 영화의 반이 살았다 	1
28	계속해서 긴장의 끈을 놓을수없게 만드는 영화 	1
29	진짜 재밌다.와 정말 여친말대로 극장에서 보길 참 잘했다 	1
30	우리나라에서도 제발 이런 영화를 만들어주세요~~~~ ^0^ 	1
31	오우막 막 짜릿짜릿거립니다 	1
