	reviews	label
0	벌써부터 영화도안본 알바들이 평점에 손을대고있다 	1
1	친구따라 황천길로가는 영화 	1
2	별로 안 무서울 줄 알았는데 생각보다 무섭다ㅠㅠㅠ 	1
3	결말이 무척 억지스럽다 	0
4	똥마려서 화장실를 갔는데 나오라는 똥은 안나오고 방귀만 나오는 느낌... 	0
5	여자주인공도 이쁘고 올만에 공포물이라 조아~~ 	1
6	공포의 시즌이 찾아옴을 알리는 영화.. 	1
7	홍보영상보고 기대했눈데... 컨져링,애나벨 만큼은 아니네욤..그저 사운드로만 놀래킴... 귀아프네욤.. 가끔 소리에 놀래킨거로 별2개드림 	0
8	zzz밑에리뷰 개웃기넼ㅋㅋ 위자를보느니 똥싸고 차라리 그 똥을 89분동안 보고있겠대ㅋㅋ영화의 노잼을 잘 표현해놨네ㅋㅋㅋ진짜 위자 노잼ㅠㅠ시간아깝 	0
9	재밌어요 보세요 나만 죽을순 없으니까 	0
10	절대보지마세요 이런 개떡같은 영화를 봤나 알바들 다 죽어라 	0
11	시사회로 봤는데 개무섭! 	1
12	밤 11시에 봤는데 사람들이 진짜없어서그런지 몰입감도쩔었고 진짜 무서운건 거의 눈가리고봤는데도 진짜 ...아직도무서움ㅠㅠ그냥 그 기운이 계속 맴도는기분 아직도 찝찝해서 별한개뺌 	1
13	전형적인호러영화의답습...순간적인놀람만있을뿐줄거리와반전 모두뻔해서지루함만이남았다 	0
14	2명남았네요..2점드려요 	0
15	여자 주인공이 사이코패스네친구 다 죽이고 저렇게 태평할 수가 	0
16	진심 쓰레기영화입니다. 	0
17	여주가 얼굴은 이쁘지만 공포영화에 나오는 전형적인 호기심 민폐형캐릭터.. 	0
18	무섭구 재밋엇어요ㅠㅠㅠ 	1
19	기대하고 있던 작품인데 댓글 알바 때문에 보기가 싫네요.너무 티나는 댓글알바는 좀 자제합시다. 	1
20	진짜 보지마세요 시간너무아까워요알바들땜에 속아서본1인 보기전에 100번생각하세요 	0
21	공포영화 광으로서...정말..긴장 안되고 예측되며, 억지투성이의 영화를 봐서 참 재미있었습니다. 공짜로 봐서 아쉬움은 없네요. 킬링타임용하려다 어이터지면서 봤지만...ㅎㅎㅎ 코미디임. 	0
22	아침부터 보고왔는데... 생각보다 많이 무서워서 더 놀람 	1
23	뭐가 이리 유치허냥.... 	0
24	위자 ㅎㄷㄷ함.... 	1
25	절대 보지마세여... 돈아까워요 	0
26	잼있게봤음 개인적으로 공포에 더티하지도 않고 딱좋았음 	1
27	노잼 하나도 안무서웠음 	0
28	간만에 재밌는 공포영화 나온듯! 오늘 보러가야지 	1
29	아침에 봤는데 완전 무섭고 오랜만에 추억에 젖는 영화였음 ㅋㅋ 영화 봤는데도 위자보드 해보고싶은 나란 여자.. 	1
30	뻔한전개 뻔한연출 뻔한결말 마지막 친구나오는 장면은 그냥 폭소였다 퉤 	0
31	꾀재밋었음ㅋㅋㅋ무섭기도하고 	1
32	전 재밌게 봤어요 오싹오싹 진짜 무서운거 잘보는사람들 봐요 ㅎ 	1
33	유치하고 지루하고 개연성 없다 쓰레기임 	0
34	난알바도아니고 그냥평범한 남자임 공포영화도좋아함 근데이건... 셔터나 주온 링을보세요 이건 내용도 정말허접하고 노래나 배경음악만무섭고 귀신분장도 정말어눌연기도별로였음 본것중에 거의최하위권임 결말갈수록 정말유치해짐 	0
