	reviews	label
0	진정한악역 개미슈퍼아줌마.... 	1
1	대한민국 경찰의 무능함을 뼈저리게 깨닫게되는 영화. 원칙만 따지는 대한민국 제도. 진실과 호소는 묵살당하는 인물. 그것이 언젠가 내가되고 가족이되고 내주변 사람들이 저런일을당할까봐 두렵다.. 이영화를보고 깨닫고 반성...	1
2	수퍼마켓 씬은 마지막 남은 희망마저도 여지없이 부수어 버린다. 무전유죄, 시민의 목숨과 안전은 나몰라라 하는 경검찰, 어디 하루이틀 일인가. 이 영화를 계기로 뼈 속깊이 반성하고 진정한 변화가 있기를 바란다. 생명의...	1
3	슈퍼 아줌마만 없었다면 살수 있었을 텐데... 	1
4	관객들의 긴장감을 추격하는 영화. 스릴러적 특성을 효과적으로 살린 웰메이드작. 	1
5	야 4885 너지? 	1
6	한국 스릴러 영화 5개를 꼽으라면 살인의 추억, 올드보이, 지구를 지켜라, 범죄의 재구성 그리고 이 영화를 꼽을 것이다. 나홍진, 하정우, 김윤석. 지금의 스타로 만들어준 영화. 스토리까지 빠트림없이 꼭 채워져있다....	1
7	범인을 처음부터 까발리고 그 흔한 반전이 없는대도 몰입도와 긴장감은 엄청나다. 	1
8	몽타주 보고 뭔가 2%가 부족해서 추격자 다시 봤는데 역시 재탕 뛰어도 추격자가 몰입도가 더 쩌는군..ㅋㅋㅋ 	1
9	존나잼쪙 김윤석 사룽햄^^^^^ 	1
10	경찰들 너무답답해서 짜증난다여경은 하정우뒤 왜따라 간거임? 답답햇다 	1
11	다시봐도 명작..아 진짜 소름돋는구나... 	1
12	이걸 드디어 봤구나 연기들이 신들렸다 	1
13	이거땜에 아직도 하정우를 무서워 한다는 사람 있는.. 김윤석과 하정우를 톱스타로 만들어준 영화랄까 	1
14	초반의 순탄한 전개에 안심하다가일이 꼬이는걸 보며 똥줄이 타들어가기 시작함,미친듯이 달리는 쥔공을 보며 나의 심장도 미친듯이 펌핑 마켓 살인씬에서선나도모르게 여주의 이름을 부르며 절규, 그러곤 김윤석으로 빙의...	1
15	이 영화가 재미없다는 애들은 뭐하는 애들임 걍 10점임 ......... 	1
16	좃도 말도 안되는 지시 받고도 결국 맞는 열쇠구녕을 찾고야만 오좆에게 박수를 	1
17	추격씬에서의 그 스릴은 잊을수가 없다.. 그리고 하정우 OOO기력... 	1
18	친구랑 영화관에서 보고 나왔는데 둘다정말 다리가 후덜거린영화.. 	1
19	희대의 명대사.... 야 4885 너지 	1
20	존나재밌는데사건묻으려고 다른 사건 터트리고 뒷북치고 신고해도안오고 존나 현실같다 	1
21	4년전이나 지금이나 대한민국 경찰들의 무능함은 똑같군 	1
22	허술한 검찰/경찰 꼬집는 부분을 통한 주인공의 처절함이 더욱 더 슬퍼지는 장면이 압권이다. 	1
23	개미슈퍼아줌마를 욕하기 전에 하정우 풀라는 명령 내린 검사부터 조져야됨. ㅂㄷㅂㄷ 	1
24	일단 하정우가 존나청순하다 존나 잘생김ㅎㄷㄷㄷ글고 김윤석 연기 개쩔............. 진짜 웰메이드작인듯 	1
25	그 아가씨가 여기 있대니깐 ? 	1
26	와나 유영철OO놈 망치로 사람 때려부수고 교도소에서 시쓰고 앉아있겠네? 죽여버려야되 내가 김윤석이었어도 마지막에 때려죽인다 	1
27	치부를 드러내고, 솔직하게 관객을 압도한다. 이 이상의 담백함은 좀처럼 보기 힘들듯 	1
28	영화에서도 나오듯이 대한민국 아줌마의 주책이 항상 문제다.ㅉㅉㅉㅉ 	1
29	5년이나 지났는데도 아직도 지림.. 	1
30	소름을 밑바탕으로 한줄기의 희망을 잡을수있을듯 내어주지만 결국은 다가오는 절망과 허무 	1
31	억지 웃음, 감동코드 없이 장르적으로 충실하다 	1
32	국회의원 똥맞은건 겁나 난리치고 사람이 죽어가는건 일반시민이라고 생명인데 무시하고..배우들의 연기도 일품이지만 .. 진짜 시나리오가 쩐다살인마보다 더 나쁜 대한민국 모든 시스템을 불살라버리고싶다 	1
33	개봉할때 영화관에서보고 지금다시보는데 슈퍼아줌마는 아직까지 빡치네 	1
34	이영화 1점 주는사람들 이해가 안간다.이영화의 주제는 잔인함이 아니라 경찰의 무능함을 폭로하는내용의 영환데.....제발 주제파악좀 하자. 영화의 주제파악을 먼저 하고 영화를 보면 이게 왜 9점대인지 알꺼다 	1
35	최초로 배드엔딩 영화가 흥행한사례... 이건 아마도 탄탄한스토리와 연기의 신 3명[김윤석, 하정우, 서영희]이힘을 합쳤기에 기적이 나온것이니라.. 	1
36	자물쇠 보고 심장이 얼어붙는줄 알았다ㅠㅠ 	1
37	무서워ㅠㅠ 	1
38	왜 다들 슈퍼아줌마탓을 하지?결과적으로 검사 때문이지. 모든 증거가 다 범인이라고 가르키고 있는데 검사는 자료나 살펴보고. 풀어준건가? 	1
39	가슴이 답답하고, 먹먹하다. 시종일관 불쾌하고 울화가 치밀어 오른다. 빠른 전개와 연출, 배우들의 연기가 돋보인다. 감독이 하고자 하는 말을 거의 다 전달받았다. 두 번 다시 보고 싶지는 않다. 	1
40	몇번을 봐도 않질린다. 하정우의 사이코패스 연기 대박이다 역시 명품 배우임 	1
41	진짜 연기로 9점은 먹고간다 ㄷㄷ 	1
42	김윤식과 하정우의 연기는 말이 필요없다. 사이코패스와 그 뒤를 뒤쫓는 전직 형사의 씬은 더욱 더 몰입하게 만든다. 정말 마지막 슈퍼마켓씬은.. 말로 표현할 수 없을정도로 영화의 클라이맥스 부분에 이르러.. 경찰에 무...	1
43	앞부분 질질끌지 않는게 좋았다. 보통영화들은 앞부분 질질끄느라 한시간은 지나야 재밌어지기 시작하는데 이 영화는 삼십분만에 하정우잡힘 올ㅋ 	1
44	난 오좆이 제일좋더라. 	1
45	극장에서 슈퍼아줌마가 알려줄때 극장에서 다같이 욕이 튀어나왔음 	1
46	경찰들은 그나마 범인을 확신했으니 똑똑했다..제일 멍청했던건 범인 풀어준 검사늠..펜대만 굴리니 현장 상황도 모르고 이미지 관리한답시고 풀어주란다 	1
47	와 오랜만에또봣는데 몰입도여전하다.. 근데 나만이렇게재탕보는게 아니구나 덧글들보소... 	1
48	역대한국영화베스트오브베스트 	1
49	하정우와 김윤석의 완벽한 연기 앙상블, 나홍진의 미친 연출력, 한국 스릴러의 한 단계 도약. 	1
50	나홍진 감독이 약빨고 만든영화 사람을 무려 12명이나 연쇄살인 하고도 티끌의 죄책감도 없이 ABC 초콜릿을 하나씩 하나씩 까먹는 지영민 캐릭터의 태연함에 온몸에 소름이 돋았다 세상에서 가장 무서운 건 아무런 이유도 ...	1
51	하정우 연기쩐다 진짜 싸이코같더라 그리고 아역 유정이 ㅋㅋㅋ 	1
52	이건 그냥 10점 아님? 더 이상 뭘 원하지?ㅋㅋ 	1
53	무능한경찰 + 한심한경찰 = 대한민국견찰....배우들 연기 죽인다는... 	1
54	김윤석 살아서 다행이라고생각ㅠㅠ 	1
55	한국영화는 추격자부터다 	1
56	옛날에 봣엇는데 그때의 몰입도와 긴장감과 무서움은 아직도 잊혀지지가 않는다 	1
57	굿 10점이 어울리는 영화 	1
58	봐도봐도최고의영화 	1
59	지영민보다도 화가 났던 3명 슈퍼아줌마,여형사,검사 	1
60	개미슈퍼 아줌마보다 신고했는데낮잠이나 쳐자느라 출동안한 경찰이 최고의 악역아닌가?지금 실제로도순찰차 안에서 낮잠자는 경찰 자주 봄 	1
61	그 해 최고의 명작. 재개봉 부탁드림. 극장에서 보게. 	1
62	무명이던 하정우를 만든영화~~~ 필모그래피를 봐도이작품이 지금의 하정우를 만든 작품이 아닌가 싶다~~ 잔인해서 점수좀 깟다 	1
63	오원춘 사건이 생각난다.무능경찰 	1
64	유정이 진짜 잘컷구나ㄷㄷ 	1
65	다시보기는 싫다 너무 숨막혀서 	1
66	한국이 이런 영화만 쭉 만들어준다면 3만원 내고도 본다. 	1
67	항상 tv돌리다가 추격자를 방영 하는거보면나도모르게 고정해서 보게된다 봐도 봐도 질리지않고 내용을 알고있어도 긴장감을 놓칠수가없다 	1
68	긴장을 놓을수없고 감정이입이 잘되는 영화 	1
69	할리우드에 세븐과 양들의 침묵이 있다면, 충무로에는 살인의 추억과 추격자가 있다 	1
70	이게 감독의 데뷔작이라는 게 믿기지 않는다. 	1
71	범인을 까고 시작해도 이렇게 흥미진진하게 몰입할수 있다니. !영화 보는 내내 정말 감탄하면서 본 영화 	1
72	김윤석&하정우 두배우의 시작 	1
73	아놔 이 연기계의 양대산맥들 ㅋㅋ 	1
74	경찰의 무능함에 나도빡치고 추격자도빡치고... 현실적사회를 잘타낸 영화인듯 	1
75	경찰,슈퍼아줌마 ㅈㄴ답답하다 진짜 하지만 김윤석의 연기에감탄한다 	1
