	reviews	label
0	돈이 되는 영화가 아니면 모두 다 이렇게 푸대접인가. 강동원 춤추는걸 꼭 천만이 봐야겠어? 나라가 없으면 영화도 없는거야. 	1
1	왜 흑백일까 했는데 꼭 흑백이어야만 했다. 어둠 속에서 밝게 빛나던 한 점의 촛불처럼 동주 또한 어두웠던 시대에 밝게 빛나던 한 점의 촛불이었다. 	1
2	죽는날 까지 우러러 한 점 부끄럼없길 잎새에 이는 바람에도 나는 괴로워했다 	1
3	시사회에서 보고 왔는데 우리 대한민국 사람들이라면 다 봤음 좋겟단 생각을 하게된 영화였습니다. 영화관이 적다고 하지만 찾아볼 만한 가치 있는 영화입니다. 	1
4	학교에서 윤동주의 시를 배울때 투덜대던 모습이 한없이 부끄러워집니다. 	1
5	시대의 아픔을 간직한 사나이 '윤동주' 	1
6	마지막 대사 한줄이 눈물을 터뜨린 영화. 	1
7	별 100개를 줘도 모자랍니다. 관객들 전부 눈물바다 되서 나왔어요. 마지막에 연표 보면서 멈추지도 않고 눈물 흘렸어요. 	1
8	제발 상영관쫌 늘려주세요 좋은건 나눠야지 	1
9	감사하다. 그들이 있었기에 지금 현재 우리가 존재하니까 	1
10	학교 다닐 때 시를 배우면서 왜 시대적 배경과 특징까지 알아야 하나 투덜댄게 부끄러워진다 영화에 나오는 시 암송에 울컥했고 진짜 영화 끝날 때 박수칠 뻔했다 그저 재미가 목표가 아니라 배움이 되는 영화도 좋은 거구나...	1
11	다행입니다. 이렇게 영화화되어.어떻게 살아볼까 반추하고 계획하게 하는 계기가 될 것 같습니다. 이.준.익.님 감사합니다. 	1
12	한국 영화중에서 이렇게 잘 만든건 처음 봤다. 	1
13	시인 윤동주님과 독립운동가 송몽규님의 삶과 애국심을 진지하면서 잔잔하게 느낄 수 있었던 영화였습니다! 영화를 보고 시를 다시 보니 더욱 깊이 와닿네요.. 영화 만들어 주셔서 감사합니다^^ 	1
14	좋은시절에 태어난 내가 그시절 그분의 삶에 관한 영화를 평가한다는게 죄송한 마음. 몇년전 어느 드라마의 기억속 엔딩문구로 대신합니다. '먼저 떠난 분들이 만들어준 나라에서 마음껏 사랑하십시오' . 	1
