	reviews	label
0	호불호가 갈릴만한 영화입니다. 섬세한 감정선의 표현이 너무 좋았습니다..덩치만 큰 소년의 눈빛이 아직도 안잊혀지네요. 	1
1	지금도 어디에선가 외로운 감정과 싸우는,사랑을 필요로하는 또 다른 리틀,샤이론,블랙에게 바치는 공감과 치유의 영화. 	1
2	달빛 아래서는 모두 푸르다. 꼭 보세요. 	1
3	흑인의 삶에대한 영화라 힙합도 나오고 블루스도 나오고 그럴줄 알았는데 이것도한 편견이고 차별이었다. 우린 모두 달빛아래 푸르른데 말이야... 	1
4	대사보다는 눈빛에 주목유년기-청소년기-어른 세명의 각기다른 배우가 연기하지만 한 인물임에 전혀 이질감없는 연출과 연기력 끊임없는긴장감과 신선하고 강렬한 무엇 	1
5	한국 사회에서 살아가는 또는 살아남는 '블랙'들에게. 	1
6	“내 집에서는 고개를 숙이지마..규칙 알쟎니.. 여기는 사랑과 자부심 밖에 없어” 	1
7	 Why did you call me? 가슴떨리는 순수한 사랑 그대로의 마음과한 소년의 성장과정을 담담히 풀어내는 잔잔한 영화 .. 주연 배우들의 표정연기. 섬세한 표현력.기대가 어어어어엄청 컸는데도 실망은 ...	1
8	작가가 천재고, 블랙을 연기한 마지막 배우.. 진짜 존경한다. 집중해서 장면장면 놓치지 않고 봐야할 영화.. 	1
9	타의로 지어진 이름을 따르는 삶과, 그럼에도 바다를 쫓아보던 영혼 	1
10	보는 내내 너무 외로웠다 	1
11	소년이 청년으로 자라도 질량보존되는 외로움 	1
12	식당씬에서의 눈빛연기를 영원히 잊을 수 없을 것 같다.. 	1
13	인종, 성소수자, 가난, 마약.. 쉽게 다가가기 힘든 주제를 슬프고도 아름답게 풀어낸 나와 너의 이야기.. 	1
14	케빈이 불러준 샤이론의 이름이 각 챕터 제목으로 표현된게 정말 좋았어요 나오는 배우분들 다들 연기도 좋았고 오랜만에 영화다운 영화였습니다 	1
15	이 영화를 동성애코드로 보고 호불호를 나누는 어처구니없는 평론에는 빅엿을 보냅니다. 엄밀히 따지면 주인공의 정체성에 동성애 코드를 소스로 끼워넣은거죠..내면의 외로움, 폭력,진심어린 마음에대한 모든 이야기를 담고있는...	1
16	그래서 샤이론은 이후에 어떤 삶을 살아가게될까가 궁금해졌다 	1
17	이영화의 내용도 최고지만 주인공이 연기를 정말 잘했다. 	1
18	아름다운 영화에요.사전정보 없이 보아 의외의 전개였지만보는 내내 가슴이 아팠어요.음악도 아름다웠습니다. 	1
19	당신의 가치관은 누가 형성 했는가? 문라이트, 문라이트 	1
20	날 만져 준 사람은 너가 처음이자 마지막이야 	1
21	한 남자가 성장하는 과정속의 복잡한 감정선을 치밀하고 섬세하게 표현한다.뛰어난 연기와 경이로운 연출에 박수를 	1
22	영화가 아니라 사람인 '샤이론'의 삶을 찍어놓은 다큐멘터리 같았다. 	1
23	시간이 흐르고 사는곳이 바뀌고 사는 방식이 바뀌어도 바뀌지 않는 피부색과 사랑의 방식에 대한 이야기. 이 영화가 뛰어난건 배우가 세번이나 바뀌는데도 흐트러짐 없이 그 마음이 관객에게 전달된다는 것이다. 	1
24	달빛 아래에선 누구나 파랗게 보이잖아... 파도가 몰아치지만 달빛이 있다면... 	1
25	재미를 추구한다면 비추 	1
26	후안과 테레사는 자애로운 '부모'이자 마약장수였습니다. 존나 역설적이네. 	1
27	이영화를보고 아무것도 느끼지못한 당신의 환경이 부럽네요 	1
28	바람이 불면 세상이 멈춘 것 같아. 기분이 좋아서 눈물이 날 정도라니까. 	1
29	누가 저 외롭고 고독한 아이를 만져주세요. 	1
30	상많이 받았다고 해서 뭔가 대단한 감동이나그런게 있을줄알았는데그런건 없었다.그런데 영화보고 오면서장면들이 계속 생각나 너무 아련하다그냥 한사람의 삶이었다 . 시같은 영화.. 이유는 모르겠는데 자꾸 곱씹게된다나중에 꼭...	1
31	문라이트가 159개의 상을 받았다고 하더라..왜 백개가 넘는 트로피가 달빛을 향했는지 알겠다 내 인생영화 리스트에 넣겠다 	1
32	게이, 흑인, 빈민, 왕따, 마약 게다가 사회성 결여 이 혐오스런 자신을 포용하는 삶의 여정. 	1
33	인생영화. 애가 있고 결혼했단 소리에 굳어지는 주인공의 모습. 그전 청소년기를 연기한 주인공과 겹쳐보였습니다 	1
34	라라랜드가 만약 남녀가 아닌, 남남, 녀녀 커플이였어도 이렇게 많은 호응을 얻을 수 있었을까. 이 영화는 분명 흔치 않은 퀴어코드가 존재함에도 불구하고머리가 아닌 마음으로서 영화와 사람을 보는 시선을 재구성한다....	1
35	나로 살아가기 참 어렵지만 진정한 나는 어떤 모습이든 아름답다 	1
36	보는 내가 더 간절해지는 감정들 	1
37	같은 환경에서 만약 내가 리틀, 샤이론, 블랙이였더라도 영화에서 보여준 삶을 충분히 택하지 않았을까? 수 많은 감정들이 현실적으로 다가왔다. 모든 장면과 대사를 꼽씹어 보고 싶은 묘한 힘이 있다. 	1
38	복잡하고 미묘하다고 생각했지만 이건 결국 그저 한 남자의 인생. 관객을 울릴려고 하지않고 그저 이건 너와 나의 이야기다 라고 말할뿐. 그냥 마음놓고 빠져들면된다. 어렵게 생각할필요없다. 	1
39	나도 달빛에 위로 받았음을 	1
40	이건 9점이 아니다 19점이다 	1
41	아주 뛰어난 연출. 그리고 뛰어난 연기. 이런게 영화지... 	1
42	왜 우리동네 CGV는 이거 상영안하고 루시드드림같은 3류영화 상영관이나 늘리네 	1
43	물을 알려준 후안, 불을 알려준 케빈 	1
44	문라이트의 아카데미 작품상 수상을 축하드립니다!! ^^ 박수 짝짝~♬ 	1
45	배우들 눈빛이 참 좋았던 영화입니다 재미있게 봤습니다 	1
46	기댈 수 있는 어깨가 필요하다.. 누구에게나. 	1
47	리틀-샤이론-블랙. 그 이름들 사이엔 얼마나 많은 눈물과 인내가 있을까 	1
48	몇몇의 작은 사건이 일어났을 뿐인데그에겐 엄청난 변화가 있었다.내 인생을 통째로 녹화한 뒤 편집하면 저렇게 보일수도 있다는 생각이 들었을 때 이 영화가 조금 이해됐다. 상영관 수가 적은 이유도 알 것 같다. 확실...	1
49	게이도 흑인도 아닌 샤이론 그 자체. 샤이론의 눈빛이 따라가는 대로. 혹은 그 깊이 속으로. 	1
50	우리 삶의 모든것을 담고있는 영화 	1
51	이야기, 배경, 인물 모든게 새로웠다. 	1
52	너무너무 아름다운 영화입니다 	1
53	어두워도, 그래도 푸른 삶이 있다. 	1
54	감정선을 잘 표현하는 영화들이 그렇듯 당신들에 명료히 스토리를 요약하여 전할 수는 없다 영화 내내 내가 마치 주인공인듯한 느낌으로 몰입할 수 있었다 	1
